#{"t_start": 1777453399.439731, "env_id": "None"}
r,l,t
-99.39876,551,294.919433
-89.256325,466,295.941587
-81.5078,314,296.198536
-86.86972,307,296.233325
-72.17775,446,296.473345
-68.596176,326,297.349075
-85.69299,323,297.623086
-75.94094,404,297.927964
-92.15892,567,298.855567
-73.59316,437,299.197514
-82.2536,393,299.29534
-89.11368,510,300.077966
-80.736336,539,301.140134
-91.853264,490,301.361001
-41.94154,600,301.722496
14.137615,600,302.614789
-21.844936,562,303.507062
-109.995766,520,303.545732
-63.81148,372,304.204196
13.07271,600,304.273181
-57.155136,570,305.96502
4.979083,600,306.051434
12.843036,600,306.722249
11.102076,600,306.798686
-91.713455,330,307.416689
-72.36417,375,310.663353
25.081749,600,310.844942
12.551113,600,311.666902
-75.10851,528,312.004623
-62.600857,447,312.782073
8.55592,600,313.25128
-73.17727,485,314.140458
-63.77039,570,314.188025
-73.60913,401,314.611718
-72.25426,507,315.575619
-81.36308,375,315.906787
-70.93978,470,316.280155
-17.911745,600,317.17192
-93.67604,586,318.005269
-77.43268,546,318.164575
-88.59427,531,318.473406
-97.307434,366,319.531667
-9.214236,600,319.668812
-125.040436,502,320.269873
-94.39859,477,320.468395
-69.73164,392,321.90049
15.948464,600,322.034846
-22.39835,600,322.168769
5.3067007,600,322.985519
-87.07767,566,324.472873
2.5297434,600,324.487418
-73.750244,348,324.503683
-22.289543,600,324.76126
-4.2111487,600,327.105664
-2.8268633,600,327.120472
-17.78156,600,327.136506
-5.1798587,600,327.384384
-87.07493,523,329.591587
33.586544,600,329.625653
-15.74186,600,329.640778
-3.0922694,600,329.657624
-119.39688,513,331.78126
-145.8678,553,332.011721
-122.648056,594,332.173999
-23.05911,600,332.192756
-117.10419,490,333.875306
-25.770546,600,334.581755
-102.46722,566,334.617126
-127.6592,591,334.699773
-2.516111,600,336.358008
-75.20242,454,336.471874
-125.98246,536,336.917474
3.8130245,600,337.071392
9.026004,600,338.856544
-22.226204,600,338.966505
-11.5781355,600,339.374919
-10.763324,600,339.516144
-99.85505,325,340.169204
8.916759,600,341.409239
-22.554123,600,341.843842
-3.9179566,600,342.012408
28.71239,600,342.688503
-68.895805,550,343.736364
-95.66698,451,343.906916
-3.0016332,600,344.361263
44.027924,600,345.184904
-111.45108,556,346.215071
2.6093867,600,346.230191
28.927082,583,346.788355
37.72988,600,347.701054
-100.633804,541,348.537493
45.980904,600,348.792964
13.828697,600,349.397233
-23.044708,600,350.325588
30.589722,600,351.135925
25.341242,600,351.416022
1.7118789,600,351.987908
-85.044266,322,354.725792
18.160046,576,354.981459
-53.509285,481,355.625253
23.433887,555,356.491142
-88.195045,268,356.74746
-81.25342,462,356.897979
-66.203674,558,357.031189
-61.00138,180,357.4963
-101.047806,184,357.814312
-96.193085,355,358.404723
-80.2471,266,358.619556
22.698456,534,358.750526
-74.30023,270,359.51749
-106.54782,234,359.599268
2.212284,534,360.067075
-84.22094,334,360.151813
-103.15361,398,361.279981
-11.133228,546,361.829319
4.2022896,567,362.531781
-27.29968,600,362.580358
9.456436,489,363.33586
-88.72368,258,363.617324
13.022297,522,364.00382
-87.19212,355,364.053543
-90.72981,402,365.690769
11.957391,600,365.841188
1.8332481,576,366.021864
9.812576,518,366.223275
-8.228088,472,367.808371
-61.35217,436,368.03905
-39.885754,600,368.188116
-24.741478,570,368.388377
24.48627,459,370.016466
-7.174595,561,370.194685
-5.748516,518,370.397031
-39.155136,598,370.947551
-9.300121,515,372.218063
3.3760948,525,372.49219
-27.975893,489,372.577224
2.6335793,473,373.078012
25.995712,497,374.400983
3.1821404,551,374.87054
-10.6775055,476,375.085861
-24.948326,594,375.102994
15.733356,490,376.458698
6.3391495,500,376.963045
8.083527,491,377.142982
11.468249,600,377.614377
1.9205513,468,378.434359
-6.214611,365,378.689165
15.737499,475,378.960049
19.444561,502,379.727178
-82.246704,301,380.244569
6.060871,497,380.557779
12.016018,500,380.837249
-82.43956,473,381.770088
2.3324242,521,382.449623
7.449337,535,382.815403
0.024211884,510,382.965353
-29.16084,495,383.848656
-1.9681702,476,384.448932
-4.841179,574,385.204808
-82.3923,569,385.337633
3.9321404,510,385.947517
17.556526,509,386.545458
14.862236,473,387.153272
-5.554924,498,387.384651
-11.120762,499,388.010918
-31.627499,579,388.941001
-28.816174,445,389.221419
-71.848175,541,389.385842
11.551765,474,389.969548
4.0820427,506,391.057249
-17.789581,497,391.314903
-1.5585022,597,391.880723
20.14505,555,392.278068
19.943415,600,393.536629
33.103523,600,393.778366
28.411945,541,394.091886
-74.63052,240,394.497615
-114.918236,572,394.615818
-38.95539,405,395.706303
-56.920803,496,395.754642
-2.4356375,600,398.925482
26.871592,600,399.042845
12.921393,600,400.189054
-21.983734,600,400.236509
1.3771738,600,401.41742
33.61863,600,401.537254
-62.765213,576,402.634117
28.699018,600,402.684841
37.157185,600,403.934039
43.405582,600,404.047206
18.66687,600,405.114125
67.06601,600,405.161896
-1.1046729,600,406.426885
-2.850802,600,406.549164
12.8057,600,407.643931
15.360065,600,407.693784
14.292738,600,408.911814
25.807402,600,409.026217
-66.852776,586,410.046704
30.19625,600,410.162285
16.712372,600,411.366745
-7.964453,600,411.48536
-12.555916,600,412.513327
6.0245137,600,412.635154
-108.368385,413,413.076977
-117.31987,540,413.743353
-63.095802,560,414.83128
12.221306,600,415.104587
26.468489,600,415.553713
-23.507664,592,416.161646
12.234357,600,417.332972
17.987068,600,417.62726
14.281043,600,418.092153
3.3155642,600,418.7187
-112.28763,574,419.848092
15.105905,600,420.231516
-116.39622,586,420.615556
7.255354,600,421.309735
-101.52032,498,422.313811
13.466873,600,422.361255
27.432714,600,423.128431
-105.98153,483,423.32964
-118.469925,531,424.548691
-119.451775,574,424.711574
-3.9288063,592,425.604611
-3.700368,600,425.838754
1.340023,575,426.992729
-0.91848147,600,427.246544
18.59766,600,428.190955
15.856982,600,428.4377
5.100769,487,429.357568
2.9070256,600,429.575782
1.690249,600,430.782135
-105.542984,547,430.807118
33.38846,600,432.062873
37.869625,600,432.296446
1.3270493,577,433.388874
23.75362,600,433.51498
22.263502,600,434.647584
-2.3671532,558,434.698116
17.444656,530,435.641071
21.022583,600,436.084957
13.59586,561,437.216372
25.842432,600,437.492006
-58.92607,202,438.420365
16.24188,600,438.512854
18.41181,600,438.929093
-0.7979164,594,439.86829
-19.280197,561,440.812301
2.9592705,590,441.027495
22.489374,600,443.767771
9.741275,600,444.734179
-22.14331,443,445.010324
4.2230945,600,445.904334
-4.2866974,556,446.141234
26.816858,600,447.360569
-71.5567,575,447.53312
-28.312527,451,447.886819
-63.43536,463,448.167827
-64.66567,337,449.600878
1.5160141,600,449.92424
9.698418,578,449.99485
8.245388,600,450.54633
-58.96435,212,450.984478
-3.0013008,501,452.023057
20.70338,600,452.809907
39.996033,600,453.265987
-7.7237244,585,453.594899
56.788734,600,454.632876
-62.273453,282,454.843997
8.136318,600,455.424089
47.504826,600,455.892015
-85.156395,337,456.284091
28.286415,600,457.225929
30.34044,600,457.958725
-162.20189,501,458.397598
31.252232,600,458.413311
-65.500916,324,458.574038
31.03394,600,460.501046
42.48797,600,460.92928
-0.18827796,600,460.945693
9.724823,600,461.080348
7.047493,408,462.19644
-60.925293,545,463.362204
25.906519,600,463.444237
38.009285,600,463.46194
29.623354,600,464.713368
52.81915,600,465.954352
12.475565,600,466.03969
32.368988,600,466.057732
21.10023,600,467.45148
21.527586,600,468.772184
30.67334,600,468.854731
-5.610824,600,468.873895
10.554286,600,470.284693
49.222107,600,471.555279
50.32774,600,471.645766
40.734154,600,471.664753
23.656857,537,472.710067
50.450195,600,474.145014
50.715145,600,474.233124
44.0553,600,474.251673
54.344093,600,475.26078
19.804302,535,476.430911
25.520298,544,476.598421
-29.88337,596,476.791659
-111.794464,193,477.452627
10.539491,600,477.884397
10.588768,543,478.771888
13.548412,567,479.190431
36.439106,600,479.947081
9.407604,574,480.24525
20.274605,547,481.016652
9.070213,575,481.566934
22.541862,519,482.367337
54.35044,600,482.383069
69.28602,600,483.523681
-2.431717,596,484.067119
18.950325,552,484.754234
29.207516,562,484.772353
46.93427,600,486.140449
14.246906,518,486.363752
20.255753,553,488.151433
8.196575,569,488.248006
12.206097,520,489.523745
2.3513603,578,489.575841
7.8012238,542,490.531165
18.546473,600,490.679766
24.388695,516,491.721204
40.983902,600,492.126343
9.173473,539,492.963087
49.619904,600,493.072382
17.834286,549,494.041756
-61.146275,268,494.11035
20.831444,514,494.293355
-61.56054,220,494.967685
2.2358093,590,495.57318
40.509407,600,496.651688
37.607105,600,496.836169
16.947266,560,497.339274
22.028091,559,497.92694
19.207802,492,498.731219
17.424389,505,498.979819
13.053436,496,499.473821
11.015568,532,500.258832
24.807457,516,500.972046
22.011627,519,501.219961
-26.48972,553,501.822268
22.484913,524,502.44855
19.315758,523,503.428516
49.79235,600,503.494139
-102.54999,255,503.529063
-0.6334305,565,504.212053
16.769264,497,505.659351
2.105259,515,505.706547
16.366135,532,505.707239
17.24794,600,506.75949
15.464466,481,507.83413
18.090294,491,507.834164
12.060261,562,508.182974
17.24134,522,509.123208
24.417236,475,509.952875
14.11491,588,510.43861
16.351547,600,510.827087
10.295877,600,511.76361
11.06176,585,512.504936
32.756485,600,513.012341
9.9085655,563,513.237576
-4.868145,587,514.269445
14.313007,542,514.82362
-53.649967,536,515.361577
12.651806,562,515.709132
16.078354,493,516.43833
7.1110864,600,517.395267
15.672455,469,517.696292
6.527542,556,517.71389
29.241203,474,518.40915
23.244175,513,519.488673
23.045448,523,519.851049
20.02546,556,519.972395
-76.034836,539,520.627054
-13.0653305,480,521.48756
38.28772,600,522.346111
16.584362,575,522.347417
11.830723,451,522.496502
36.2429,600,523.96531
23.5233,459,524.244741
-2.0766373,496,524.394401
-78.168564,490,524.516315
-24.594471,353,525.425218
21.13219,456,526.447025
22.19498,569,526.664832
24.768364,600,526.967018
36.077587,600,528.071184
26.659512,497,528.661307
4.8600845,448,528.939591
2.941948,570,529.183583
-36.05845,409,529.852663
25.17683,414,532.421303
-18.714344,507,532.549341
1.1063843,428,532.732037
31.094109,441,533.451452
4.0000877,434,534.262649
-0.43369293,427,534.527786
-38.47805,512,534.694149
40.23664,600,535.951299
-32.25861,407,535.968507
-31.58251,384,536.285277
14.779053,453,536.401207
16.746483,443,537.782263
15.204643,493,537.986114
22.156372,415,538.128843
-34.84997,503,538.379128
9.472412,397,539.537354
-35.05226,395,539.856949
-0.36600494,498,540.143588
9.605164,458,540.414766
-29.908255,412,541.309906
-26.796532,390,541.549624
-34.07309,456,542.112983
24.790844,600,543.062525
11.7890625,543,543.690749
-36.530125,550,543.949554
-0.5189247,416,543.949584
15.128956,438,544.998133
24.284107,440,545.742806
33.57692,442,546.068414
29.617508,503,546.326397
10.57896,398,546.900317
-32.289467,369,547.439522
7.66901,441,548.053538
-19.399609,420,548.291585
31.355019,600,549.645632
17.489365,461,550.179958
-0.19626695,600,550.197402
27.24487,427,550.215708
18.48848,475,551.659159
14.572365,459,552.106612
6.488968,474,552.190924
22.786537,600,552.712148
7.2341843,497,553.746897
27.805756,436,553.932751
17.04911,509,554.331583
22.419622,600,555.234707
13.234737,422,555.520379
14.197086,395,555.605234
14.536701,405,556.037562
10.154171,395,556.885808
12.851311,392,557.177311
25.936504,409,557.337693
-2.1362953,495,558.145116
20.397877,412,558.630333
10.242012,454,559.267367
18.53982,600,559.750745
25.867565,401,560.367734
23.398703,600,560.703426
14.856243,483,561.316966
27.80717,446,561.659249
20.149326,409,562.174506
9.429291,420,562.591198
22.267193,400,563.11854
19.135323,425,563.518823
-66.08023,327,564.485772
2.7205544,569,564.585678
14.904211,600,565.101055
9.922359,600,566.049007
4.245304,433,566.309916
-57.82889,428,566.393209
-4.830052,600,567.623055
17.158478,395,567.70743
9.283855,417,568.133539
28.193409,600,568.842869
27.864113,415,569.375082
-57.832615,410,569.442911
21.456226,431,569.961558
-44.7058,305,570.733792
-0.08139801,472,570.83517
20.021317,509,571.558542
20.306465,426,571.798701
-60.434456,455,572.682363
14.942493,455,572.783494
-50.46306,253,572.867603
9.042744,600,574.110403
22.798637,426,574.58407
14.020645,499,574.788887
18.945972,461,574.808774
-7.411869,472,577.824511
16.35197,394,577.974987
27.115585,394,578.182205
26.945969,419,578.321385
19.802643,461,579.952256
0.92067224,600,580.391699
24.677362,600,580.746797
3.554384,600,580.882907
25.399963,427,581.778878
23.009315,495,582.505968
9.229088,445,582.79427
14.01255,580,583.247106
-64.3733,295,583.750532
8.381153,467,583.765663
-41.517982,293,584.440848
9.140216,600,585.261581
-53.409527,249,585.458763
8.111412,444,585.574334
37.45739,600,586.200206
20.908165,402,587.253655
-66.8539,506,587.57748
11.5279255,600,587.780093
24.204948,444,588.078276
25.583382,424,589.386358
2.1969376,456,589.744839
-3.8462572,600,589.832799
18.574162,426,589.964142
31.73227,436,591.291753
33.221905,452,591.816378
21.263325,558,592.36156
24.652836,600,592.361592
28.977386,450,593.233181
14.463974,570,594.22327
14.712959,502,594.478739
31.457098,600,594.933899
10.301617,443,595.148095
22.391895,421,596.023664
17.481785,441,596.830708
14.78018,600,597.092199
-96.81553,339,597.51518
26.289984,600,597.71525
22.166245,444,598.73702
29.546326,415,599.32536
9.733692,600,599.691886
29.689888,510,599.939531
22.876831,422,600.581713
30.107899,418,601.469476
12.315622,600,601.891719
12.044365,463,601.909615
20.385143,432,602.375792
27.348347,450,603.329776
27.134735,452,603.743117
48.31306,600,604.383205
11.041218,511,604.49627
-63.2832,472,605.772295
8.31714,600,605.889377
35.312965,387,606.14449
11.157047,443,606.278128
27.983944,428,607.572089
30.18171,420,607.681283
10.057053,452,608.138971
35.615505,450,608.253078
2.5668068,395,609.445158
35.294567,438,609.542805
36.016586,452,610.086275
17.16149,600,610.805533
28.934761,433,611.232008
21.471031,477,611.500402
21.569485,459,611.977054
19.139278,489,612.844572
34.917507,482,613.250617
5.7798386,431,613.326779
19.841988,426,613.796846
31.619259,416,614.639807
29.96294,350,614.772892
13.945543,600,615.844732
27.992418,600,616.293727
18.622952,433,616.401851
30.39843,446,616.569739
-3.132927,413,617.543412
22.988678,467,618.238646
6.3908195,508,618.566401
-1.5511742,504,618.717324
46.43955,600,621.640948
-14.092243,447,621.689632
22.181627,600,622.650485
25.118778,600,622.800284
34.326374,600,624.207627
43.110092,600,624.25718
76.65881,600,625.261916
50.184315,600,625.438355
36.875584,537,626.702271
45.023132,600,626.939315
38.866894,508,627.544313
35.950554,599,628.075416
46.943596,600,629.274767
15.190746,550,629.290822
25.868969,440,629.429384
11.867348,521,630.285501
19.046688,453,631.166957
28.393997,494,631.480791
41.615246,600,631.828224
12.251118,414,632.074646
35.384098,411,632.963704
20.29443,385,633.16232
-16.82872,395,633.523159
32.071934,404,633.80537
25.23413,453,634.877923
-6.6043167,509,635.308941
19.719864,471,635.49117
34.10049,458,635.709318
-25.097546,363,637.026368
30.856812,600,637.403059
-9.211475,435,637.549129
36.945007,600,637.831062
21.742111,422,638.841569
28.466042,483,639.486722
-27.585476,453,639.520105
10.052212,458,639.832537
39.681133,418,641.288347
86.57088,600,641.438084
38.840523,446,641.438114
40.09957,431,641.674089
30.511452,405,643.160012
21.06768,469,643.27848
37.962177,494,643.552912
11.629821,600,644.277496
33.36724,381,644.96268
14.634399,389,645.25129
33.704487,485,645.28323
27.141891,515,646.519203
33.19917,479,647.343368
14.626894,600,647.562682
35.913048,600,647.879729
33.468407,449,648.46417
40.97022,600,649.927583
29.218063,600,650.143142
14.198517,460,650.421922
42.08588,600,650.455511
-7.313942,455,651.837863
-21.278128,600,652.661427
41.030613,600,652.960929
27.634533,600,652.997102
11.60677,540,654.152181
32.28806,435,654.535463
36.738514,504,655.108529
27.455402,600,655.545568
38.685707,459,656.081367
32.24293,438,656.381582
36.810944,404,656.802838
35.13103,600,658.055172
36.018753,501,658.468204
53.197548,600,658.584762
33.49817,592,659.271105
24.19971,475,660.07187
25.151592,492,660.686794
19.872854,600,661.026443
7.9438367,600,661.859774
12.802464,465,662.054457
33.385727,450,662.97437
30.759678,600,663.338255
31.371946,600,666.798977
29.964855,562,666.846705
25.436775,564,667.86438
37.691082,600,668.306335
35.853725,459,668.852791
32.486946,506,669.087687
14.221305,600,670.363281
31.28165,437,670.680079
14.887741,600,670.836266
-87.43527,446,670.987871
31.21613,414,672.719464
-21.19964,600,672.904605
-9.057517,600,673.223471
14.110417,600,673.357178
24.076954,462,674.855918
30.15141,440,675.207071
-12.918143,600,675.241624
26.4207,600,675.743654
30.580074,398,676.533874
27.235722,385,676.831256
14.30017,600,677.782161
8.345524,359,678.049608
8.787334,600,678.284876
22.864994,600,679.453334
33.91709,399,679.550432
37.251797,425,679.920924
23.986473,588,680.85721
30.216648,441,681.376321
34.82111,486,681.684273
33.201168,458,681.947304
36.84707,395,682.585593
34.35698,378,683.280373
36.349957,457,683.314791
-0.9054561,600,684.47056
18.64899,542,684.891728
32.73504,421,685.056378
30.214375,417,685.08781
34.363304,448,686.756289
33.290794,431,686.864143
-8.701085,600,686.997473
18.82449,541,687.343801
14.496872,412,688.478354
39.138412,392,688.635243
38.044853,455,688.77034
33.580013,415,689.087243
34.4255,393,690.277013
35.4491,413,690.506273
4.0549564,600,691.014732
-3.5612247,600,691.617122
25.817745,481,692.31403
19.734097,506,692.628234
32.365005,395,692.677602
39.429276,394,693.988735
16.779448,600,694.1515
34.913532,382,694.287193
27.976791,490,694.71342
16.80915,424,696.087425
35.28167,418,696.49583
20.997587,600,696.548838
35.22865,600,696.722493
30.115452,374,697.690764
31.230099,359,698.052099
27.976086,434,698.309312
22.479034,440,698.538319
29.42989,412,699.367479
35.847927,353,699.478607
35.12272,422,700.233336
24.252028,600,700.748721
22.21363,600,701.840657
32.256165,409,701.941683
31.759043,600,701.958375
34.296974,518,702.911254
26.225079,424,703.603709
32.215797,403,703.635808
32.057335,408,703.638157
32.773792,395,704.545626
31.1759,394,705.260499
36.960785,407,705.325533
34.20267,452,705.474704
32.21287,466,706.475534
31.347061,409,707.022866
38.50188,400,707.136965
25.09518,462,707.186868
32.479385,423,708.22909
32.454388,361,710.363605
37.957108,398,710.363636
34.46527,436,710.634599
37.331455,484,711.943038
33.563095,378,711.94307
25.246136,441,712.214052
33.11684,399,712.313465
33.850235,388,713.563874
23.505684,397,713.859792
32.70912,493,714.361206
24.220272,600,714.448468
29.457783,419,715.313236
34.543427,412,715.578491
30.911472,366,715.967665
24.333466,600,716.84356
36.386585,374,717.53311
21.65472,477,717.581201
11.891334,600,717.824177
33.36917,528,719.076996
34.130413,423,719.345924
30.62135,510,719.678998
26.86142,600,720.336194
26.91439,425,721.13964
31.062061,387,721.307147
24.616598,600,721.591746
26.549606,457,722.243511
39.395912,374,722.682256
35.134895,415,723.005336
37.455048,413,723.275627
35.164593,440,724.053364
31.740246,467,725.079725
28.324118,600,725.284285
24.248287,482,725.411881
38.635426,497,726.266611
32.518383,530,727.285787
22.124,450,727.287142
35.827133,497,727.354609
15.138449,600,728.742763
25.189068,388,728.963807
21.228455,459,729.200379
41.938976,486,729.299807
33.139736,416,730.471408
31.56416,445,730.833924
32.451984,476,731.177357
29.209538,533,731.508207
31.764366,555,732.800707
41.582344,400,732.867846
30.000206,548,733.132668
32.52325,450,733.408286
31.384956,455,734.695247
24.128578,385,734.733752
30.939747,392,735.054767
24.557224,591,735.340026
31.979961,381,736.334106
28.11522,454,736.619659
19.220394,406,736.755223
32.14194,392,736.98554
33.076744,404,738.050804
31.859764,393,738.428578
31.479973,442,738.479183
31.58371,389,738.629504
35.10996,461,739.948678
37.921013,388,740.228622
32.91582,460,740.325483
29.650433,474,740.441154
32.46412,425,741.726683
25.472813,381,741.813626
28.580582,391,741.949021
38.714493,441,742.265882
35.84928,441,743.605838
20.530613,450,744.111528
16.972599,600,744.192551
10.528205,600,744.411251
29.937992,370,745.159298
39.21638,393,745.83101
42.615612,367,745.945833
36.24204,451,745.994772
37.64204,350,746.614891
37.676983,386,747.57532
36.418987,474,747.983944
3.7368734,600,748.32646
-10.7260475,425,748.389165
35.958065,450,749.461702
34.680874,471,749.952323
28.323383,489,750.379174
52.314587,600,750.920962
29.641434,419,751.198229
25.346989,507,753.82275
13.129787,450,754.020632
37.333523,416,754.401852
18.074146,434,754.758174
35.729233,438,755.837928
37.784817,485,755.838948
40.728233,387,756.019688
33.67092,475,756.751951
38.0712,410,757.545569
-75.44217,430,757.784752
13.661545,600,758.31497
33.326843,449,758.582528
37.64188,409,759.482764
27.797039,529,759.732553
36.080475,414,760.095337
35.155552,437,760.467595
39.90975,404,761.213358
29.086792,492,761.818958
31.716473,434,761.885834
39.71061,390,762.083532
38.33419,356,762.707738
34.991154,419,763.598979
41.29308,398,763.755771
24.606812,565,764.248791
-30.357702,413,764.391411
25.24974,390,765.356395
25.032608,511,765.701532
18.07816,470,766.238004
36.960835,455,766.346135
7.528267,362,767.224141
35.510265,452,767.26494
35.432934,391,767.876316
36.144657,368,767.877034
39.485893,386,768.887046
36.31435,409,769.013257
16.132465,393,769.58307
33.683178,410,769.646041
38.830147,357,770.406262
23.468246,423,770.833623
43.42575,405,771.287438
30.532589,409,771.364772
24.155388,368,772.372675
48.475567,600,772.936181
30.754234,392,772.936213
43.28232,600,773.905116
6.5844917,370,773.936759
-29.556425,335,774.351173
20.167622,378,774.542366
21.73906,411,775.610078
23.234974,406,775.636037
38.145245,437,776.159708
41.368034,423,776.271896
36.678127,421,777.348219
37.222305,489,777.634475
38.156696,368,777.79268
34.9345,443,777.997885
39.14607,421,779.447494
38.52292,461,779.765407
41.50329,433,779.841816
66.55676,600,779.891971
40.86092,431,781.208871
37.832813,354,781.29795
39.22948,473,781.900243
24.716934,600,782.290306
28.03812,339,782.685575
34.95399,378,783.454662
15.331267,600,783.857026
32.778408,500,784.380529
28.552296,452,784.553646
5.462639,373,785.417153
14.506126,594,785.937497
28.148987,417,786.11362
36.677322,443,786.404031
38.01926,517,787.562578
36.210964,432,787.738878
26.957413,373,787.95419
33.194393,479,788.102562
4.0278587,396,789.377573
25.185017,445,789.393925
37.456444,394,789.597506
32.77006,404,789.784319
19.741459,480,791.404718
33.941803,473,791.76819
14.321392,580,791.835008
17.400272,591,792.065919
37.26514,409,793.090118
34.994003,375,793.3873
22.041607,440,793.595933
31.14346,485,794.104082
36.504276,437,794.926177
35.514023,407,795.30235
29.066303,464,795.336519
35.01399,463,798.005762
7.860443,347,798.735452
31.363266,471,798.86783
26.431164,408,799.019314
36.42184,462,799.932086
29.708855,485,800.74768
37.59514,504,800.998798
31.520027,533,801.253098
23.81733,482,801.947271
39.208656,360,802.474377
30.368027,383,802.836441
34.839386,511,802.888671
34.27214,412,804.188762
46.68948,600,804.43453
33.78293,429,804.693589
34.94342,457,804.760227
32.894253,397,805.849481
38.268772,374,806.012907
23.658257,368,806.27573
25.726997,394,806.326653
35.358315,371,807.386054
24.449627,382,807.862046
32.604942,456,807.912048
-53.985687,568,808.715652
25.869297,358,808.913631
38.33356,376,809.481184
37.036663,417,809.607126
37.331684,355,810.336819
31.594349,423,810.418371
36.621445,388,811.061788
19.54116,600,812.057539
35.342182,426,812.096987
36.745502,429,812.194669
24.74772,600,813.540992
39.82734,360,813.590159
3.9819717,386,813.657358
37.87668,376,813.754296
36.18717,356,815.132493
31.216927,476,815.73813
19.68012,600,816.043241
40.298355,600,816.092813
18.766975,373,816.688655
25.609653,356,817.218452
37.183147,357,817.528352
35.857735,419,817.843956
25.72276,390,818.335991
37.644608,407,819.233016
28.120678,360,819.360693
28.206131,560,819.574884
41.159985,428,820.115262
35.501427,373,820.77632
23.609512,381,820.93349
37.1607,406,821.245921
37.883095,399,821.773341
38.31619,384,822.367106
36.901558,410,822.948525
37.052048,385,823.359661
22.253986,600,823.409258
39.81752,338,823.769835
36.548965,357,824.412709
36.556156,395,824.990244
40.1813,392,825.023406
36.316036,394,825.383794
37.182358,403,826.077193
38.670567,368,826.492222
34.91232,376,826.928311
0.60247153,600,827.496538
33.019592,376,827.630346
36.625103,366,828.013968
35.39955,395,828.549195
31.216671,340,828.872085
-4.0863533,345,829.020471
40.60592,406,829.665312
31.77195,343,830.001463
33.044827,359,830.419182
30.194424,404,830.765008
30.443459,374,831.265804
33.727913,335,831.402298
-23.38694,348,831.880149
39.952057,399,832.506154
23.860409,342,832.795486
35.119995,367,833.035779
39.46885,422,833.738289
35.367447,325,833.893781
42.959763,371,834.335692
37.177124,340,834.444654
34.08629,334,835.116114
19.174366,381,835.458186
23.639343,333,835.73266
30.050182,345,835.886386
16.315132,427,836.895962
37.87869,352,836.930904
40.238533,366,837.262998
38.026363,380,837.479571
21.783913,362,838.453146
35.991673,370,838.454476
36.553238,349,838.950615
35.832844,445,839.110335
39.388493,370,841.261771
33.783756,386,841.366224
34.62098,368,841.804413
36.428726,344,841.8738
34.524662,356,842.840359
30.907906,430,843.205449
12.978447,330,843.206151
40.22643,361,843.407103
36.734943,406,844.50304
31.209312,341,844.61346
38.24634,366,844.745427
37.44384,367,844.967671
30.601032,378,846.143311
22.356285,334,846.177119
34.855232,364,846.194614
34.266323,332,846.376177
37.210587,351,847.627379
34.716324,365,847.646882
34.816418,357,847.678211
36.692448,338,847.773088
39.457634,365,849.135917
36.73177,358,849.221661
36.963554,387,849.237975
29.642208,417,849.317772
35.062866,347,850.557556
35.590622,355,850.698997
36.262547,393,850.881619
32.329906,382,850.899966
32.888977,367,852.098762
32.965324,358,852.199473
40.425877,348,852.330095
39.84131,344,852.332042
35.59051,345,853.680273
36.353226,379,853.731686
36.38788,330,853.764301
29.661232,357,853.864778
34.699657,317,855.048012
38.032692,329,855.128605
36.898056,369,855.207313
39.099323,358,855.334164
30.114395,331,856.573221
33.26122,371,856.8343
33.411648,373,856.999027
20.42124,600,857.624004
30.722145,368,858.16507
7.9464493,326,858.231165
36.55148,347,858.449525
32.083748,323,858.978911
33.433826,343,859.574993
35.48056,386,859.855072
35.25015,368,860.034821
37.730816,350,860.494847
-7.7926254,285,861.070836
35.211365,388,861.252473
37.294964,374,861.617083
35.8484,358,862.005276
33.10849,364,862.616865
36.426094,378,862.866466
31.685398,388,863.684611
14.390448,600,864.179341
36.012615,386,864.281562
37.18103,338,864.320522
38.020195,324,865.071861
37.900772,336,865.699175
36.937435,384,865.799433
31.862213,367,865.853177
34.128727,329,866.434308
33.548393,345,867.137825
29.36837,320,867.137856
36.80438,369,867.407297
35.938587,341,867.880481
28.291237,362,868.727536
29.058762,377,868.792746
33.944862,358,868.978104
35.024715,366,869.475034
34.37915,347,870.186201
35.109562,349,870.249756
38.007404,350,870.447673
35.269268,367,871.034457
37.650814,348,871.694856
22.353203,341,871.742442
28.609188,384,872.109706
39.98954,347,872.525144
29.644234,341,873.128331
38.691246,355,873.227189
30.003735,326,873.474173
32.00022,359,874.028131
35.22525,332,874.511507
38.040173,324,874.591743
38.18895,354,875.030461
37.206875,350,875.559205
36.9276,362,876.093026
35.37188,357,876.150151
38.251476,358,876.536311
36.577152,338,876.993111
38.98011,360,877.620225
38.83642,357,877.653033
35.75059,403,878.216539
41.89,341,878.399698
39.778522,340,879.032115
37.447803,359,879.148376
35.863625,360,879.720822
37.941856,354,879.888023
39.28833,347,880.488627
32.047955,384,880.757791
37.00926,370,881.259132
37.22351,333,881.274919
17.309742,361,882.003808
34.994408,340,882.179636
29.876038,293,882.486519
34.68727,330,882.63602
37.81787,352,884.828984
37.5326,327,884.89214
38.497097,338,885.271716
24.031666,421,885.747074
-11.399727,307,886.089737
33.89696,329,886.254951
33.975155,390,886.878024
39.92639,367,887.261957
31.71392,367,887.617934
37.564484,358,887.764675
42.061924,330,888.263999
39.089096,369,888.805002
37.877563,373,889.183554
34.978844,404,889.430789
35.85171,395,889.907882
37.92604,365,890.324538
32.23828,348,890.874532
34.12611,441,891.003678
